japanese,copies,id,en,score,ja_ex,ko,zh,action
傾ける,2,342,Tilt,25,首を傾ける。,갸우뚱하다,倾斜,KEEP
傾ける,2,3113,to incline *DIFF*,25,彼女は耳を傾けて、彼の話に真剣に耳を傾けた。,기울이다,倾斜,DISCARD
可愛がる,2,344,love,25,私は猫を可愛がる。,귀여워하다,爱,KEEP
可愛がる,2,3164,to love *DIFF*,25,彼女はいつも小さい子供たちを優しく可愛がっている。,사랑하다,爱,DISCARD
擦る,2,358,strike,25,マッチを擦る。,긋는다,擦,KEEP
擦る,2,3099,to touch lightly *DIFF*,25,子供が猫の頭を優しく擦ってあげた。,가볍게 만지다,轻轻触碰,DISCARD
障る,2,364,interfere,25,うるさい音が勉強の邪魔になる。,방해가,妨碍,KEEP
障る,2,3803,to hinder *DIFF*,25,無理をしすぎると体に障りますよ。,방해하다,阻碍,DISCARD
強いる,2,365,Force,25,私は彼にそれを強いるつもりはありません。,강요하다,强迫,KEEP
強いる,2,3843,to force *DIFF*,25,上司は部下に無理な残業を強いるべきではない。,강요하다,强迫,DISCARD
しくじる,2,368,messed up,25,テストでしくじった。,망쳤어,搞砸了,KEEP
しくじる,2,3863,to fail *DIFF*,25,彼は大事な試験でしくじってしまった。,실패하다,失败,DISCARD
痺れる,2,371,Numb,25,正座して足が痺れる。,저리다,麻了,KEEP
痺れる,2,3909,to become numb *DIFF*,25,長時間座っていたので、足が痺れてきた。,저리다,变得麻木,DISCARD
済ます,2,385,finished,25,朝ご飯を簡単に済ませました。,끝냈습니다,解决了,KEEP
済ます,2,4194,to finish *DIFF*,25,昼食を簡単に済ませて、すぐに仕事に戻った。,끝내다,完成,DISCARD
損なう,2,387,damage,25,彼は健康を損なう。,해친다,损害,KEEP
損なう,2,4342,to harm *DIFF*,25,無理な運動は体を損なう可能性があります。,해치다,损害,DISCARD
携わる,2,392,involved,25,私はそのプロジェクトに携わっています。,참여하고,参与,KEEP
携わる,2,4432,to participate *DIFF*,25,彼は長年、医療分野の研究に携わっています。,참여하다,参与,DISCARD
漂う,2,396,drift,25,雲が空に漂う。,떠다닌다,漂浮,KEEP
漂う,2,4433,to drift about *DIFF*,25,空気中に甘い香りが漂っている。,떠다니다,漂流,DISCARD
垂れる,2,401,dripping,25,雨が垂れる。,떨어지다,下来,KEEP
垂れる,2,4473,to hang *DIFF*,25,柳の枝が水面に垂れている。,걸리다,挂,DISCARD
継ぐ,2,408,inherit,25,彼は会社を継ぐ。,물려받을,继承,KEEP
継ぐ,2,4621,to succeed *DIFF*,25,彼は亡き父の事業を継ぐ決意をした。,계승하다,继承,DISCARD
整える,2,419,tidy up,25,部屋を整える。,정리할게요,整理,KEEP
整える,2,4793,to put in order *DIFF*,25,会議の資料を整える。,정리하다,整理,DISCARD
伴う,2,420,involves,25,危険を伴う仕事です。,동반하는,伴随,KEEP
伴う,2,4812,to accompany *DIFF*,25,この仕事には多くの責任が伴う。,동반하다,陪同,DISCARD
舞う,2,452,dance,25,ちょうが花びらの周りを舞う。,춤춘다,飞舞,KEEP
舞う,2,5444,to dance *DIFF*,25,桜の花びらが風に舞う。,춤추다,跳舞,DISCARD
紛れる,2,454,get lost,25,人ごみに紛れる。,묻히다,迷失,KEEP
紛れる,2,5455,to be diverted *DIFF*,25,彼の注意は、窓の外の鳥に紛れた。,전환되다,被转移,DISCARD
導く,2,458,guides,25,先生は生徒を成功に導く。,이끈다,引导,KEEP
導く,2,5528,to be guided *DIFF*,25,彼女は生徒たちを正しい道へと導く。,안내받다,被引导,DISCARD
委ねる,2,468,Entrust,25,私は計画を先生に委ねる。,맡긴다,委托,KEEP
委ねる,2,1848,Entrust,25,私は計画を先生に委ねる。,맡긴다,委托,DISCARD
朝寝坊,2,475,overslept,25,私は今日、朝寝坊をしました。,늦잠을,睡懒觉了,KEEP
朝寝坊,2,2598,oversleeping *DIFF*,25,彼は朝寝坊なので、遅刻することがよくある。,늦잠,睡过头,DISCARD
縁側,2,498,veranda,25,猫は縁側で寝ています。,툇마루,走廊,KEEP
縁側,2,2879,veranda,25,祖母はいつも縁側でひなたぼっこをしていました。,베란다,凉台,DISCARD
現場,2,530,site,25,私は現場に行きます。,현장,现场,KEEP
現場,2,3543,actual spot *DIFF*,25,彼はいつも現場の状況を直接確認することを重視している。,실제 장소,实际地点,DISCARD
地元,2,554,hometown,25,私は地元が好きです。,고향,家乡,KEEP
地元,2,4109,local *DIFF*,25,私は地元の祭りに行くのが好きです。,지역의,当地的,DISCARD
中指,2,585,middle finger,25,彼は中指を立てました。,중지,中指,KEEP
中指,2,4548,middle finger,25,彼女は中指に美しい指輪をはめていた。,가운데 손가락,中指,DISCARD
一言,2,608,A word,25,一言、お願いします。,한마디,一句话,KEEP
一言,2,2739,single word *DIFF*,25,彼からの返事はたった一言だけだった。,한마디,一个词,DISCARD
眼鏡,2,633,glasses,25,これは私の眼鏡です。,안경,眼镜,KEEP
眼鏡,2,3245,spectacles *DIFF*,25,祖父はいつも眼鏡をかけて新聞を読みます。,안경,眼镜,DISCARD
連中,2,654,those guys,25,彼らは悪い連中だ。,무리,他们,KEEP
連中,2,5802,colleagues *DIFF*,25,職場の連中と新しいプロジェクトについて話し合った。,동료들,同事们,DISCARD
悪口,2,659,bad things,25,悪口を言うのは良くないです。,험담하는,说坏话,KEEP
悪口,2,2619,abuse *DIFF*,25,他人の悪口を言うのはやめましょう。,욕설,辱骂,DISCARD
曖昧,2,660,vague,25,彼の答えは曖昧でした。,애매,暧昧,KEEP
曖昧,2,2570,vague,25,彼の説明は曖昧で、何が言いたいのかよく分からなかった。,모호한,模糊,DISCARD
暗殺,2,664,assassinated,25,彼は暗殺されました。,암살,暗杀,KEEP
暗殺,2,2674,assassination *DIFF*,25,彼の政治的敵対者による暗殺の試みは失敗に終わった。,암살,暗杀,DISCARD
暗示,2,665,hinted,25,彼女は目でそれを暗示しました。,암시,暗示,KEEP
暗示,2,2676,hint *DIFF*,25,彼女は私に答えの暗示を与えた。,힌트,暗示,DISCARD
運賃,2,667,fare,25,バスの運賃は百円です。,운임,运费,KEEP
運賃,2,2855,freight rates *DIFF*,25,この荷物の運賃は、距離と重さによって計算されます。,운임,运价,DISCARD
怪獣,2,675,monster,25,あの山に大きな怪獣がいます。,괴수,怪兽,KEEP
怪獣,2,3031,monster,25,海から巨大な怪獣が現れた。,괴물,怪兽,DISCARD
開拓,2,678,cultivate,25,新しい土地を開拓します。,개척,开垦,KEEP
開拓,2,3035,reclamation (of wasteland) *DIFF*,25,昔の人々は、荒れた土地を開拓して、村を作りました。,개간,开垦,DISCARD
疑惑,2,690,suspicion,25,彼には疑惑があります。,의혹,疑惑,KEEP
疑惑,2,3415,doubt *DIFF*,25,その政治家の不正に関する疑惑が報じられた。,의심,怀疑,DISCARD
距離,2,699,distance,25,家から学校まで近い距離です。,거리,距离,KEEP
距離,2,3370,distance,25,私たちは適度な社会的距離を保つ必要があります。,거리,距离,DISCARD
協議,2,700,discussed,25,私たちはその件について協議しました。,협의,讨论,KEEP
協議,2,3340,conference *DIFF*,25,次のプロジェクトについて、関係者間で協議が行われました。,회의,会议,DISCARD
強烈,2,702,intense,25,その映画は強烈でした。,강렬,强烈,KEEP
強烈,2,3361,strong *DIFF*,25,彼の強烈な個性は、誰もがすぐに認識する。,강한,强,DISCARD
偶然,2,708,happened to,25,昨日、駅で偶然友達に会いました。,우연,偶然,KEEP
偶然,2,2137,chance *DIFF*,25,偶然、彼女に会いました。,우연히,偶然,DISCARD
掲載,2,710,publish,25,この情報は雑誌に掲載されました。,게재,刊登,KEEP
掲載,2,3476,appearance (e.g. article in paper) *DIFF*,25,彼の研究結果が専門誌に掲載された。,게재,刊登,DISCARD
激励,2,714,encouraged,25,先生は生徒を激励しました。,격려,鼓励,KEEP
激励,2,3530,encouragement *DIFF*,25,監督は試合前に選手たちを激励し、チームの士気を高めた。,격려,鼓励,DISCARD
詐欺,2,734,fraud,25,それは詐欺です。,사기,欺诈,KEEP
詐欺,2,3762,fraud,25,彼は友人を騙して多額の金を奪う詐欺を働いた。,사기,欺诈,DISCARD
災害,2,735,disaster,25,地震は災害です。,재해,灾害,KEEP
災害,2,3733,calamity *DIFF*,25,自然災害は、私たちの生活に大きな影響を与えることがあります。,재앙,灾难,DISCARD
採択,2,736,adopted,25,会議で新しい提案が採択されました。,채택,采纳,KEEP
採択,2,3744,adoption *DIFF*,25,その提案は全員一致で採択された。,채택,采纳,DISCARD
削減,2,737,reduce,25,コストを削減します。,삭감,削減,KEEP
削減,2,3766,cut *DIFF*,25,企業はコスト削減のために新たな計画を導入しました。,삭감,削减,DISCARD
自己,2,741,self,25,自己紹介をします。,자기,自我,KEEP
自己,2,4081,self,25,彼は会議の冒頭で自己紹介をした。,자기,自我,DISCARD
謝絶,2,748,Decline,25,パーティーへの参加は謝絶します。,사절,拒绝,KEEP
謝絶,2,3927,refusal *DIFF*,25,医師は重症患者への面会を謝絶した。,거절,拒绝,DISCARD
授業,2,751,class,25,今日は授業があります。,수업,课,KEEP
授業,2,867,class,25,明日、授業があります。,수업,课,DISCARD
処罰,2,762,punishment,25,彼らは罪を犯したので、処罰を受けました。,처벌,处罚,KEEP
処罰,2,4022,punishment,25,彼の不正行為に対して、会社は厳正な処罰を下した。,처벌,惩罚,DISCARD
庶民,2,763,commoner,25,私は庶民です。,서민,庶民,KEEP
庶民,2,4025,masses *DIFF*,25,庶民の生活は政治に大きく左右される。,대중,群众,DISCARD
小児科,2,769,Pediatrics,25,子供が熱があるので、小児科に行きます。,소아과,儿科,KEEP
小児科,2,4004,pediatrics,25,この病院には優れた小児科医がいます。,소아과,儿科,DISCARD
上司,2,771,boss,25,私の上司は親切です。,상사,上司,KEEP
上司,2,4141,superior authorities *DIFF*,25,私の上司はいつも的確なアドバイスをくれます。,상급 당국,上级主管机关,DISCARD
譲歩,2,772,concession,25,彼は私の意見に少し譲歩しました。,양보,让步,KEEP
譲歩,2,4147,concession,25,交渉を成功させるためには、お互いに譲歩する必要がある。,양보,让步,DISCARD
推測,2,779,guess,25,天気予報から、明日雨だと推測できます。,추측,推测,KEEP
推測,2,4170,guess,25,彼の反応から、彼女は真実を推測した。,추측하다,猜测,DISCARD
推理,2,780,deduction,25,彼は推理が好きです。,추리,推理,KEEP
推理,2,4172,reasoning *DIFF*,25,名探偵は鋭い推理で事件の真相を解き明かした。,추론,推理,DISCARD
是正,2,781,correct,25,会社は給料の差を是正します。,시정,纠正,KEEP
是正,2,4299,correction *DIFF*,25,政府は経済政策の誤りを是正する必要がある。,수정,修正,DISCARD
正常,2,783,normal,25,体温は正常です。,정상,正常的,KEEP
正常,2,4233,normalcy *DIFF*,25,パンデミック後、世界は徐々に正常に戻りつつある。,정상,常态,DISCARD
征服,2,784,conquer,25,その国を征服するのは難しいです。,정복,征服,KEEP
征服,2,4246,conquest *DIFF*,25,アレクサンドロス大王は広大な領土を征服した。,정복,征服,DISCARD
小柄,2,807,Petite,25,彼女は小柄です。,아담합니다,娇小,KEEP
小柄,2,3621,short (build) *DIFF*,25,彼女は小柄ですが、とてもパワフルな声を持っています。,체구가 작다,身材矮小,DISCARD
事柄,2,808,Matter,25,それは重要な事柄です。,사항,事,KEEP
事柄,2,3667,matter,25,その事柄については、まだ誰も正確な情報を知りません。,사안,事情,DISCARD
心中,2,813,suicide,25,彼らは心中しました。,동반자살,殉情,KEEP
心中,2,4052,double suicide *DIFF*,25,恋人たちは社会の反対を乗り越えられず、心中を選んだ。,동반자살,殉情,DISCARD
建前,2,817,what is said publicly,25,会議では建前と本音が違うことがあります。,표면상의방침,建前,KEEP
建前,2,4446,face *DIFF*,25,彼は建前上は賛成したが、本音では反対だった。,체면,面子,DISCARD
共働き,2,823,both working,25,私の両親は共働きです。,맞벌이,双职工,KEEP
共働き,2,4813,dual income *DIFF*,25,最近は共働き世帯が増えています。,맞벌이,双职工,DISCARD
日付,2,833,date,25,今日の日付は何ですか？,날짜,日期,KEEP
日付,2,3125,date,25,この書類に日付を記入してください。,날짜,日期,DISCARD
火花,2,835,spark,25,花火が火花を散らす。,불꽃,火花,KEEP
火花,2,5200,spark,25,金属を研磨するたびに、美しい火花が散る。,불꽃,火花,DISCARD
文句,2,842,complain,25,私は文句を言いません。,불평,抱怨,KEEP
文句,2,2005,complain,25,私は文句を言いません。,불평,抱怨,DISCARD
圧倒,2,847,overwhelmed,25,彼の強さは、相手を圧倒しました。,압도,压倒,KEEP
圧倒,2,1527,overwhelmed,25,彼の強さに圧倒された。,압도,压倒,DISCARD
応募,2,849,applied,25,私はその仕事に応募しました。,응모,应聘,KEEP
応募,2,2903,subscription *DIFF*,25,新しいプロジェクトのメンバー募集に、たくさんの人が応募しました。,구독,订阅,DISCARD
合唱,2,850,chorus,25,私たちは合唱をしました。,합창,合唱,KEEP
合唱,2,3234,chorus,25,彼女は学校の合唱部に所属しています。,합창,合唱,DISCARD
歓声,2,851,Cheers,25,試合に勝って、歓声が上がった。,환성,欢声,KEEP
歓声,2,3193,cheer *DIFF*,25,選手が得点すると、観客から大きな歓声が上がった。,함성,欢呼,DISCARD
寄贈,2,852,donated,25,図書館に本を寄贈しました。,기증,捐赠,KEEP
寄贈,2,3286,donation *DIFF*,25,博物館は一般市民から絵画の寄贈を受け付けています。,기부,捐赠,DISCARD
軽蔑,2,858,despised,25,彼は彼女を軽蔑した。,경멸,轻蔑,KEEP
軽蔑,2,3486,scorn *DIFF*,25,彼は貧しい人々を軽蔑するような態度をとった。,경멸,轻蔑,DISCARD
根拠,2,863,basis,25,この意見には根拠がありません。,근거,根据,KEEP
根拠,2,3695,basis,25,その主張には確かな根拠がない。,근거,根据,DISCARD
接触,2,879,met,25,目と目が接触しました。,접촉,接触,KEEP
接触,2,4262,touch *DIFF*,25,危険ですので、運転中の機械には絶対に接触しないでください。,만지다,触摸,DISCARD
妥協,2,881,compromise,25,私たちは少し妥協しました。,타협,妥协,KEEP
妥協,2,4498,compromise,25,お互いの意見を尊重し、妥協点を見つけることが大切だ。,타협,妥协,DISCARD
鈍感,2,888,insensitive,25,彼は鈍感です。,둔감,迟钝,KEEP
鈍感,2,4884,thickheadedness *DIFF*,25,彼は周りの人の気持ちに鈍感だ。,우둔함,愚钝,DISCARD
賠償,2,891,compensation,25,会社は事故の賠償をしました。,배상,赔偿,KEEP
賠償,2,5133,reparations *DIFF*,25,会社は環境汚染に対する賠償金を支払う義務がある。,배상,赔款,DISCARD
万能,2,892,all-purpose,25,この道具は万能です。,만능,万能的,KEEP
万能,2,5150,all-purpose,25,この万能ナイフはキャンプにとても役立ちます。,다용도,多功能,DISCARD
描写,2,893,Description,25,この本は景色（けしき）の描写（びょうしゃ）が上手（じょうず）です。,묘사,描写,KEEP
描写,2,5226,depiction *DIFF*,25,この小説は登場人物の心理描写が素晴らしい。,묘사,描绘,DISCARD
模倣,2,898,imitated,25,彼は有名な芸術家のスタイルを模倣した。,모방,模仿,KEEP
模倣,2,5637,imitation *DIFF*,25,子供は親の行動を模倣することがよくあります。,모방,模仿,DISCARD
予言,2,901,predicted,25,彼は未来を予言した。,예언,预言,KEEP
予言,2,3134,prediction *DIFF*,25,彼の予言は恐ろしいほど正確だった。,예측,预测,DISCARD
厚かましい,2,903,impudent,25,彼の要求は少し厚かましいです。,뻔뻔합니다,厚颜无耻,KEEP
厚かましい,2,1823,impudent,25,彼の要求は厚かましい。,뻔뻔스럽다,厚颜无耻,DISCARD
面白い,2,908,interesting,25,この本は面白いです。,재미있습니다,有趣,KEEP
面白い,2,2991,interesting,25,この本は本当に面白いです。,흥미로운,有趣的,DISCARD
脆い,2,929,brittle,25,このクッキーはとても脆いです。,부서지기 쉽습니다,脆,KEEP
脆い,2,5645,brittle,25,年を取ると骨が脆くなる。,부서지기 쉬운,脆,DISCARD
けち,2,939,Stingy,25,彼はお金を払いたくないので、けちです。,쩨쩨해요,小气,KEEP
けち,2,1871,Stingy,25,彼氏はけちだから、いつも割り勘です。,짜서,小气,DISCARD
滑稽,2,940,comical,25,彼のダンスは滑稽です。,우스꽝스럽습니다,滑稽,KEEP
滑稽,2,3662,funny *DIFF*,25,彼の話はとても滑稽で、みんなを笑わせた。,웃긴,好笑,DISCARD
大事,2,945,Important,25,家族は大事です。,중요합니다,重要,KEEP
大事,2,2908,important,25,健康は私たちにとってとても大事です。,중요한,重要的,DISCARD
複雑,2,948,complex,25,問題は複雑です。,복잡합니다,复杂,KEEP
複雑,2,2079,complicated *DIFF*,25,この問題は少し複雑です。,복잡,复杂,DISCARD
埋まる,2,960,buried,25,雪に足が埋まる。,묻히다,埋,KEEP
埋まる,2,2815,to be buried *DIFF*,25,畑に落ちていた石は、いつの間にか土に埋まっていた。,묻히다,被埋葬,DISCARD
治める,2,965,govern,25,王様は国を治める。,다스린다,统治,KEEP
治める,2,1549,govern,25,王様は国を治める。,다스린다,统治,DISCARD
朽ちる,2,967,rots,25,木が朽ちる。,썩는다,腐朽,KEEP
朽ちる,2,3435,to rot *DIFF*,25,古い木製の橋が朽ちかけている。,썩다,腐烂,DISCARD
辿る,2,981,follow,25,道を辿る。,따라가다,沿着,KEEP
辿る,2,4452,to follow (road) *DIFF*,25,私たちは古い地図を頼りに、その山道を辿った。,따르다,沿,DISCARD
縮まる,2,984,shrink,25,距離が縮まる。,줄어든다,缩小,KEEP
縮まる,2,4528,to be shortened *DIFF*,25,冬になると日が短くなり、昼間の時間が縮まる。,단축되다,被缩短,DISCARD
憎む,2,990,hate,25,彼は嘘つきなので、私は彼を憎む。,싫어한다,恨,KEEP
憎む,2,2001,hate,25,私は嘘をつく人を憎む。,싫어한다,恨,DISCARD
担う,2,991,bear,25,彼はチームの未来を担う。,짊어질,肩负,KEEP
担う,2,4963,to carry on shoulder *DIFF*,25,彼は会社の未来を担う重要なプロジェクトのリーダーを務めている。,어깨에 메다,肩扛,DISCARD
吐く,2,998,threw up,25,気持ちが悪くて、少し吐きました。,토했어요,吐,KEEP
吐く,2,4614,to breathe *DIFF*,25,深呼吸をして、ゆっくりと息を吐く。,숨쉬다,呼吸,DISCARD
腫れる,2,1000,swelling,25,目（め）が腫（は）れる。,붓다,肿了,KEEP
腫れる,2,5112,to swell (from inflammation) *DIFF*,25,風邪をひいて、喉が痛くて腫れている。,붓다,肿胀,DISCARD
化ける,2,1001,transforms,25,キツネが人間に化ける。,둔갑한다,变成,KEEP
化ける,2,5141,to appear in disguise *DIFF*,25,狐が美しい女性に化けるという昔話は有名です。,변장하다,乔装出现,DISCARD
汚れる,2,1008,get dirty,25,服が汚れる。,더러워져요,脏了,KEEP
汚れる,2,3492,to get dirty *DIFF*,25,子供が公園で遊んで服が汚れた。,더러워지다,变脏,DISCARD
大雑把,2,1018,rough,25,彼は大雑把な性格です。,대략적인,粗略,KEEP
大雑把,2,1194,rough,25,彼は大雑把な人です。,대충대충,粗略,DISCARD
株式,2,1021,shares,25,私はその会社の株式を買いました。,주식,股票,KEEP
株式,2,3140,stock (company) *DIFF*,25,その会社は本日、新規公開株式を発行しました。,주식,股票,DISCARD
小銭,2,1029,coin,25,小銭があります。,잔돈,零钱,KEEP
小銭,2,3654,coins *DIFF*,25,財布に小銭がたくさん入っていて重いです。,동전,硬币,DISCARD
残高,2,1030,balance,25,銀行の残高はいくらですか？,잔고,余额,KEEP
残高,2,3833,(bank) balance *DIFF*,25,銀行口座の残高を確認しました。,잔액,余额,DISCARD
退屈,2,1040,bored,25,今日、とても退屈です。,지루해요,无聊,KEEP
退屈,2,1384,bored,25,今日はとても退屈です。,지루해요,无聊,DISCARD
短気,2,1041,short-tempered,25,彼は短気です。,급합니다,急躁,KEEP
短気,2,4479,quick temper *DIFF*,25,彼は短気なので、すぐに怒り出す。,욱하는 성격,脾气暴躁,DISCARD
灰皿,2,1058,ashtray,25,テーブルに灰皿があります。,재떨이,烟灰缸,KEEP
灰皿,2,5034,ashtray,25,テーブルの上に灰皿が置いてあります。,재떨이,烟灰缸,DISCARD
初耳,2,1059,first time,25,その話は初耳です。,처음,第一次,KEEP
初耳,2,5090,something heard for the first time *DIFF*,25,彼の昇進のニュースは私にとって全くの初耳だった。,처음 듣는 이야기,第一次听到的事,DISCARD
人柄,2,1061,personality,25,彼女は人柄が良いです。,인품,人品,KEEP
人柄,2,5187,personality,25,彼の誠実な人柄は、多くの人から信頼されています。,성격,个性,DISCARD
油断,2,1075,careless,25,油断すると、けがをします。,방심,疏忽,KEEP
油断,2,2260,careless,25,油断すると、けがをします。,방심,疏忽,DISCARD
弱音,2,1077,complain,25,彼女は弱音を吐かない。,약한 소리,发牢骚,KEEP
弱音,2,1799,complain,25,彼は弱音を吐かない。,약한 소리,牢骚,DISCARD
還元,2,1084,return,25,利益をお客様に還元します。,환원,回馈,KEEP
還元,2,3180,resolution *DIFF*,25,企業は利益の一部を社会に還元すべきだ。,결의,决心,DISCARD
勧告,2,1085,recommended,25,政府は会社に改善を勧告しました。,권고,建议,KEEP
勧告,2,3183,advice *DIFF*,25,政府は国民に健康に関する勧告を出した。,조언,建议,DISCARD
感染,2,1087,infected,25,私は風邪に感染しました。,감염,感染,KEEP
感染,2,3194,infection *DIFF*,25,新型コロナウイルスの感染拡大を防ぐため、手洗いが重要です。,감염,感染,DISCARD
犠牲,2,1090,sacrifice,25,平和のために、多くの犠牲がありました。,희생,牺牲,KEEP
犠牲,2,3401,sacrifice,25,彼らは平和のために多くの犠牲を払った。,희생,牺牲,DISCARD
脅迫,2,1094,threatened,25,彼は彼女を脅迫した。,협박,威胁,KEEP
脅迫,2,3358,threat *DIFF*,25,彼はその会社から脅迫を受けたと主張した。,위협,威胁,DISCARD
個性,2,1104,null,25,彼女は個性が強いです。,개성,个性,KEEP
個性,2,3652,individuality *DIFF*,25,彼の芸術作品には強い個性がある。,개성,个性,DISCARD
指示,2,1111,instructions,25,先生は生徒に指示を出します。,지시,指示,KEEP
指示,2,3874,indication *DIFF*,25,上司から新しいプロジェクトの指示を受けました。,징후,迹象,DISCARD
指摘,2,1112,pointed out,25,先生は私の間違いを指摘しました。,지적,指出,KEEP
指摘,2,3899,pointing out *DIFF*,25,彼は会議で私の提案の改善点を指摘した。,지적,指出,DISCARD
祝賀,2,1114,celebration,25,結婚の祝賀をします。,축하,庆典,KEEP
祝賀,2,3958,celebration,25,彼の昇進を祝賀するパーティーが盛大に開かれた。,축하,庆祝,DISCARD
衝撃,2,1115,shock,25,そのニュースは私に衝撃を与えました。,충격,冲击,KEEP
衝撃,2,3992,shock,25,そのニュースは私にとって大きな衝撃だった。,충격,震惊,DISCARD
承諾,2,1116,accepted,25,彼女は彼のプロポーズを承諾した。,승낙,接受,KEEP
承諾,2,4002,consent *DIFF*,25,上司からプロジェクトの続行に関する承諾を得ました。,동의,同意,DISCARD
措置,2,1123,Measures,25,会社は問題に対して適切な措置を取った。,조치,措施,KEEP
措置,2,4349,measure *DIFF*,25,政府は、サイバー攻撃から国民を守るための措置を講じた。,조치,措施,DISCARD
憎悪,2,1124,hateful,25,彼は憎悪の目で私を見た。,증오,憎恶,KEEP
憎悪,2,1982,hatred *DIFF*,25,彼は憎悪の目で私を見た。,증오,憎恨,DISCARD
沈黙,2,1131,silent,25,彼女は沈黙を守った。,침묵,沉默,KEEP
沈黙,2,4591,silence *DIFF*,25,彼の突然の沈黙は皆を驚かせた。,침묵,沉默,DISCARD
通常,2,1132,usually,25,通常、私は朝7時に起きます。,보통,通常,KEEP
通常,2,4601,common *DIFF*,25,通常、会議は午前9時に始まります。,흔한,常见的,DISCARD
逃走,2,1138,escape,25,犯人は車で逃走しました。,도주,逃走,KEEP
逃走,2,4748,flight *DIFF*,25,犯人は警察の追跡を逃れて逃走した。,도주,逃跑,DISCARD
悲鳴,2,1143,scream,25,彼女は暗闇の中で悲鳴をあげた。,비명,尖叫,KEEP
悲鳴,2,5202,shriek *DIFF*,25,彼女は恐怖で悲鳴を上げた。,비명,尖叫,DISCARD
無言,2,1148,silently,25,彼女は無言でうなずいた。,무언,默默,KEEP
無言,2,5559,silence *DIFF*,25,彼は私の質問に対して無言を貫いた。,침묵,沉默,DISCARD
歪曲,2,1155,distorted,25,彼は事実を歪曲した。,왜곡,歪曲,KEEP
歪曲,2,1993,distorted,25,彼は事実を歪曲した。,왜곡했다,歪曲,DISCARD
決まり悪い,2,1167,awkward,25,遅刻して、決まり悪かったです。,멋쩍었습니다,不好意思,KEEP
決まり悪い,2,3312,feeling awkward *DIFF*,25,みんなの前で間違えて、決まり悪かった。,어색한,尴尬,DISCARD
渋い,2,1171,bitter,25,彼のお茶は渋い。,떫다,涩,KEEP
渋い,2,3910,tasteful (clothing) *DIFF*,25,彼の着こなしはいつも渋くて、周りの人から一目置かれている。,세련된,有品味的,DISCARD
紛らわしい,2,1185,confusing,25,この二つの絵はとても紛らわしいです。,혼란스럽습니다,混淆,KEEP
紛らわしい,2,5454,confusing,25,あの二つの単語は意味が紛らわしいので、注意が必要です。,혼란스러운,令人困惑的,DISCARD
物凄い,2,1190,incredibly,25,物凄い雨が降っています。,엄청나게,非常,KEEP
物凄い,2,2082,incredibly,25,物凄い雨ですね。,엄청난,厉害,DISCARD
気楽,2,1196,relaxing,25,今日は気楽に過ごしたいです。,편안하게,轻松地,KEEP
気楽,2,3373,at ease *DIFF*,25,週末は家で気楽に過ごしたい。,편안하게,自在,DISCARD
真剣,2,1199,Serious,25,彼はいつも真剣に勉強します。,진지하게,认真,KEEP
真剣,2,1772,Serious,25,彼はいつも真剣に勉強します。,진지,认真,DISCARD
素敵,2,1200,lovely,25,この花は素敵ですね。,멋지네요,漂亮,KEEP
素敵,2,4190,lovely,25,今日は素敵な一日を過ごしました。,사랑스러운,美好的,DISCARD
華やか,2,1202,splendid,25,パーティーは華やかでした。,화려,华丽,KEEP
華やか,2,5097,gay *DIFF*,25,パーティーはとても華やかだった。,화려한,华丽,DISCARD
暇,2,1203,free,25,今日、暇です。,한가해요,有空,KEEP
暇,2,2770,free time *DIFF*,25,週末は暇なので、一緒に映画を見に行きませんか？,여가 시간,空闲时间,DISCARD
貧乏,2,1204,poor,25,私は貧乏です。,가난함,贫穷,KEEP
貧乏,2,5230,poverty *DIFF*,25,彼は貧乏だったが、いつも夢を追いかけていた。,빈곤,贫困,DISCARD
危ぶむ,2,1213,worried,25,雨が降りそうなので、試合の開催を危ぶむ。,걱정한다,担心,KEEP
危ぶむ,2,2648,to fear *DIFF*,25,彼の健康状態を危ぶむ声が医師たちの間から上がった。,두려워하다,害怕,DISCARD
営む,2,1214,run,25,私の父は店を営んでいます。,운영하고 있습니다,经营,KEEP
営む,2,2769,to carry on (e.g. in ceremony) *DIFF*,25,彼らは家族で小さな旅館を営んでいる。,거행하다,举行,DISCARD
恨む,2,1219,resenting,25,彼を恨むのはやめよう。,원망하는,恨,KEEP
恨む,2,2003,hate *DIFF*,25,私は彼を恨みます。,원망합니다,恨,DISCARD
訪れる,2,1223,visit,25,明日、友達の家を訪れます。,방문,拜访,KEEP
訪れる,2,2964,to visit *DIFF*,25,来年、日本を訪れる予定です。,방문하다,参观,DISCARD
帯びる,2,1224,takes on,25,その雲は少し赤みを帯びる。,띤다,带,KEEP
帯びる,2,2982,to wear *DIFF*,25,彼は剣を帯びていた。,입다,穿,DISCARD
重んじる,2,1225,value,25,私は友情を重んじる。,중시합니다,重视,KEEP
重んじる,2,2997,to respect *DIFF*,25,彼は常に約束を重んじる誠実な人です。,존중하다,尊重,DISCARD
包む,2,1232,Wrap,25,プレゼントを紙で包む。,포장하다,包,KEEP
包む,2,3450,to be engulfed in *DIFF*,25,深い霧がその村をすっぽりと包んでいた。,휩싸이다,被...笼罩,DISCARD
説く,2,1236,preach,25,先生は生徒に平和の大切さを説く。,설파한다,讲述,KEEP
